"nome","resumo","coordenador"
"OBSERVATÓRIO DO TRABALHO E POLÍTICAS PÚBLICAS","Um dos fundamentos do observatório do trabalho e políticas públicas (otpp) é participar do desenvolvimento científico na área das ciências sociais aplicadas na uerj e no município do rio de janeiro. Entendemos também  que o otpp pode se constituir em um espaço de inserção de estudantes e de profissionais das várias áreas de estudo e extensão com conhecimentos que debatem a temática do trabalho no brasil e as políticas públicas implementadas  contribuindo assim com a formação de graduandos e pós graduandos nas ciências sociais  como também pretende-se constituir como um espaço de interação entre diversos cursos de serviço social das diferentes universidades  propiciando a troca  a acumulação e a produção de conhecimento.","Mary Jane De Oliveira Teixeira"
"PETRES - PROGRAMA DE ESTUDOS DO TRABALHO E REPRODUÇÃO SOCIAL","O programa de estudos do trabalho e reprodução social – petres da faculdade de serviço social da uerj foi criado em final de 1995  tendo suas atividades retomadas em 2021  com base na articulação entre ensino  pesquisa e extensão. O programa busca a produção e socialização de conhecimentos sobre as transformações contemporâneas no trabalho e no processo de reprodução social no brasil  desenvolvendo estudos e pesquisas nesse campo temático  promovendo eventos acadêmicos  cursos e treinamentos profissionais  investindo em intercâmbios  publicações científicas e prestando assessoria e consultoria. As atividades do programa tem como pressuposto a interdisciplinaridade e a congregação de profissionais de serviço social e áreas afins  professores-pesquisadores  alunos de graduação e de pós-graduação lato-sensu e stricto-sensu da fss-uerj e de outras unidades de ensino  pesquisadores  docentes e estudantes externos à uerj e representantes dos trabalhadores e da sociedade civil.","Monica De Jesus Cesar"
"NÚCLEO DE SISTEMATIZAÇÃO DE EXPERIÊNCIAS NO CAMPO DAS POLÍTICAS PÚBLICAS","A criação do ""núcleo de sistematização de experiências no campo das políticas públicas"" resulta de um conjunto de ações de assessoria e de educação permanente realizadas ao longo de mais de vinte anos junto aos trabalhadores que atuam no campo das políticas públicas de educação  socioeducação  assistência social e questão urbana. Constituindo-se agora em um espaço acadêmico interdisciplinar de interlocução entre a universidade e as instituições públicas a partir do desenvolvimento de atividades sistemáticas de apoio técnico e teórico voltadas para a produção de conhecimentos sobre as políticas públicas a partir da sistematização das experiências de seus trabalhadores  dos movimentos sociais e da população. A valorização do saber e das práticas dos diferentes sujeitos políticos e sociais que materializam cotidianamente as políticas públicas através de atividades de registro  instrumentalização  assessoria  supervisão e socialização de conhecimentos e tecnologias visa contribuir para a afirmação dos direitos sociais como expressão concreta da luta pela consolidação e ampliação da cidadania. As ações do núcleo são realizadas em articulação com outras universidades públicas brasileiras produzindo um alcance nacional no que diz respeito ao público que pretendemos atingir. As atividades do núcleo serão planejadas anualmente de forma a atender as demandas apresentadas pelas equipes e instituições de diferentes políticas setoriais e regiões do país. O acompanhamento regular das atividades durante o tempo destinado para cada atividade  o seu consequente registro e produtos serão socializados através de material pedagógico  meios digitais  seminários  encontros e publicações diversas  envolvendo professores da uerj e externos  servidores técnicos-administrativos da uerj)  alunos de graduação e de pós-graduação  da uerj e de outras instituições de educação superior  que integram a equipe do núcleo.","Ney Luiz Teixeira De Almeida"
"PROMOVENDO REFLEXÕES SOBRE O MUNDO DO TRABALHO NO CAPITALISMO DEPENDENTE: A SITUAÇÃO DAS PROFISSIONAIS DO SERVIÇO SOCIAL E DA ENFERMAGEM","O projeto pretende propiciar espaços de reflexão e abrir diálogo com profissionais e estudantes de enfermagem e serviço social sobre as peculiaridades do mundo do trabalho em um país dependente como o brasil. O marco teórico se fundamenta na teoria marxista da dependência (tmd)  que busca investigar  desde um ponto de vista crítico  as tendências particulares que se desenvolvem em formações sociais do capitalismo dependente. A tmd destaca a transferência de valor de países periféricos para nações do capitalismo central como um dos principais mecanismos da dependência  tendência que conduz à superexploração da força de trabalho como forma de compensar a perda de riqueza. Caracterizada como pagamento pelo trabalho abaixo do seu valor  prolongamento da jornada e aumento da intensidade do trabalho além de limites normais  a superexploração provoca o desgaste prematuro de trabalhadoras e trabalhadores. O público alvo do projeto é constituído por profissionais e estudantes de duas categorias  integradas em maior medida por mulheres  que vêm sofrendo condições de trabalho precárias. O projeto busca propiciar a reflexão sobre a superexploração da força de trabalho e desvelar os impactos da precarização nas categorias profissionais elencadas. Nesse sentido  propõe ações de extensão de natureza diversa  como realização de oficinas  produção de material didático e organização de eventos para estimular reflexões e o pensamento crítico na prática profissional e na formação do serviço social e da enfermagem  oferecendo uma análise perspicaz das características e complexidades do capitalismo dependente no país.","Valentina Sofia Suarez Baldo"
"ASSESSORIA EM SERVIÇO SOCIAL: DISCUTINDO O TRABALHO PROFISSIONAL","O projeto de extensão ""assessoria em serviço social: discutindo o trabalho profissional no sistema penal do rio de janeiro"" justifica-se pela necessidade de desenvolvermos ações que levem à efetiva materialização da indissolúvel relação entre o ensino  a pesquisa e a extensão. Isso significa considerarmos que ao pesquisador não cabe apenas a constatação dos fatos sociais  mas o seu desvendamento e a responsabilidade de contribuir  caso necessário  para sua alteração. Este projeto surgiu de necessidades concretas que captamos por meio do contato com os assistentes sociais da secretaria de administração penitenciária – seap –  sujeitos da pesquisa ""ética  direitos  trabalho e serviços social: um estudo no sistema penal""  que expressaram a preocupação/solicitação de acesso à qualificação profissional continuada. Em especial  essa preocupação/solicitação apareceu nas entrevistas realizadas durante a pesquisa  mas também durante o curso de extensão intitulado “temas sobre formação e exercício profissionais: a questão da materialização do atual projeto ético-político do serviço social brasileiro”. Dessa maneira  o interesse dos referidos profissionais em aprimorarem-se  tanto para a análise quanto para a intervenção na realidade e para a sistematização da prática  favorecendo um desenvolvimento teórico-prático mais qualificado no sistema penal  foi o que suscitou e tornou essa proposta de assessoria relevante. Cabe  no entanto  salientar que atualmente o projeto tem absorvido maior número de estudantes e profissionais (além dos da seap)  atingindo um alcance nacional  uma vez que houve tal solicitação e pudemos (e poderemos) recorrer a atividades online.","Valeria Lucilia Forti"
"CONSTRUINDO VÍNCULOS","No projeto buscamos nos aproximar da comunidade externa por meio de ações junto à diversas instituições filantrópicas  levando os estudantes a atuarem em eventos e atividades de lazer e recreação nas próprias entidades. Outras ações derivam na organização de festas e celebrações populares que são realizadas no departamento de turismo  onde são convidados a comunidade uerjiana e membros das instituições que atuamos. O contato com as diferentes instituições e os eventos externos e internos promovidos  além da promoção da cidadania e da função social extensionista da uerj  tem por objetivo unir a teoria e a prática de disciplinas como gestão de recursos humanos  gestão de qualidade em serviços turísticos  hospitalidade e ciências do lazer.","Leandro Souza Moura"
"LAZER E ANIMAÇÃO CULTURAL","O grupo atua em diversas frentes onde os estudantes atuam como principais protagonistas: 1) realização de eventos voltados ao debate sobre lazer e turismo; 2) práticas de animação sociocultural em organizações filantrópicas e na própria uerj  com a presença de público interno e externo; 3) realização de cursos de extensão universitária em animação sociocultural onde focamos nos debates clássicos do lazer como direito social  analisamos as barreiras de acesso ao lazer e abordamos as diferentes formas de educação não formal para atuação profissional na área.","Vitor Stuart Gabriel De Pieri"
"ECONOMIA GLOBAL E DESENVOLVIMENTO SUSTENTÁVEL","Este projeto é parte do “programa desenvolvimento e educação – theotonio dos santos” do ceh e ccs/uerj  sendo coordenado por bruno miranda neves (ifht)  zacarias gama e gaudêncio frigotto (edu). Ifht.Uerj.Reggen@gmail.Com em novembro de 1995 foi organizada uma conferência de viabilidade para o estabelecimento de uma rede internacional de instituições de ensino em economia global  realizada na unu/wider em helsinki  finlândia. Esta iniciativa foi apoiada pela unesco e pela universidade das nações unidas (unu)  ambas as quais publicaram  em junho de 1996  os anais desde encontro. Como consequência  a cátedra e rede unesco/unu sobre economia global e desenvolvimento sustentável (reggen) foi fundada em 1997. Na atualidade  a sede da reggen se encontra no instituto multidisciplinar de formação humana com tecnologias (ifht) da universidade do estado do rio de janeiro (uerj) e sua secretaria executiva está sediada no centro de educação popular e pesquisas econômicas e sociais (ceppes). Esteve sob a direção de theotonio dos santos até o seu falecimento fevereiro de 2018  a reggen desenvolve pesquisas e articula uma rede internacional de investigadores e instituições associadas. A partir desta expertise  promoveremos atividades extensionistas nos formatos de cursos  seminários  ciclos de debates  mesas redondas  etc. Bem como promovendo suas divulgações nas diferentes mídias. O produto dessas atividades será publicado na nova revista ""desenvolvimento e civilização""  a ser publicada pela própria cátedra. Ao reunir parceiros de instituições de ensino e pesquisa  sociedade civil e governos  pretendemos incrementar os projetos desta universidade dentro da rede de colaboração já estabelecida. Outra contribuição primordial é a inclusão de estudantes secundaristas  de graduação e pós-graduação da própria uerj  contribuindo na formação e qualificação de jovens pesquisadores. O ifht  o ppfh  o ceh e o ccs são os principais lócus internos para o desenvolvimento de nossos fazeres.","Helder Molina"
"EMPREENDORISMO  ASSOCIATIVISMO E ECONOMIA SOLIDÁRIA: DISSEMINANDO  NOVOS OLHARES E PERSPECTIVAS JUNTO AOS JOVENS EM CONDIÇÃO DE VULNERABILIDADE","O projeto empreendendo na prática  lotado na superintendência de projetos especiais da uerj  foi demandado pela secretaria de desenvolvimento econômico  indústria  comércio e serviços (sedeics) do governo do estado do rio de janeiro. Objetiva oferecer cursos livres para jovens em situação de vulnerabilidade em todo o estado do rio de janeiro. Entendemos por vulnerabilidade contextos ligados às situações econômica  social  exposição à violência (doméstica  tráfico e/ou milícia)  identidade de gênero  raça  escolaridade deficiente  dentre outras. Este projeto pretende se constituir em um movimento  institucionalizador da uerj através do plano de trabalho ""empreeendendo na prática""  com vistas a que futuramente se torne um programa de extensão. Nosso projeto se relacionará de forma multidisciplinar com outros projetos de extensão (também em trâmite para cadastramento) fundamentados no serviço social  pedagogia e psicologia  na comunicação social e marketing  no empreendedorismo e economia solidária para que juntos possamos dar suporte ao desenvolvimento de propostas de políticas públicas que poderão ser implementadas pelos governos estaduais objetivando a erradicação da fome  da violência e da propagação de miséria causada pelo desemprego e a ausência de oportunidades que atingem o público-alvo do projeto.","Anderson Moraes De Castro e Silva"
"PROPRIEDADE INTELECTUAL PARA EMPREENDEDORES","O projeto objetiva capacitar os moradores da zona oeste do rio de janeiro sobre as temáticas do empreendedorismo e propriedade intelectual. A proposta de extensão deriva da constatação de que o desenvolvimento tecnológico e a proteção dos ativos intangíveis têm impulsionado transformações significativas no mundo do trabalho e renda  nas sociedades ocidentais. O público alvo são os empreendedores moradores dos bairros que constituem a zona oeste do rio de janeiro. Difundir conhecimentos sobre a atividade empreendedora e capacitar sobre a proteção dos direitos de propriedade intelectual constituem  os objetivos centrais do projeto  ratificando a indissociablidade ensino  extensão e pesquisa. Para isso  serão realizadas atividades acadêmicas na uerj-zo e em eventos educacionais e  culturais  locais sobre “empreendedorismo e propriedade intelectual”  tais como palestras  debates   encontros etc.  Destinados aos moradores da zona oeste do rio de janeiro. Além disso  um curso de extensão virtual sobre o tema será disponibilizado a sociedade fluminense no site da uerj-zo. Trata-se  portanto  de proposta de atividade de capacitação constituída de cinco temas  a saber: empreendedorismo  propriedade intelectual  marcas  patentes e negócios virtuais. Ao final de cada evento  pretende-se que os participantes sejam capazes de entender a importância da proteção aos direitos de propriedade intelectual em seu segmento de atuação profissional  assim como sejam capazes de desenvolver e proteger suas marcas de produtos ou serviços.","Anderson Moraes De Castro e Silva"
"O FUTURO DE NOVOS DESENVOLVEDORES COMEÇA AGORA","O projeto tem como objetivo principal a preparação de mão-de-obra profissional para o mercado de tecnologia da informação (ti). Esta proposta nasce da constatação da necessidade de suprir a demanda por profissionais de ti   principalmente na área de desenvolvimento de sistemas para web  que se encontra em um momento de expansão de projetos e falta de profissionais no mercado nacional e internacional. O público alvo são alunos das redes de ensino médio pública do estado do rio de janeiro e pessoas que buscam um oportunidade de recolocação no mercado de trabalho de ti. O projeto se caracteriza pela capacitação continuada na formação de mão-de-obra especializada no desenvolvimento de sistemas para web. Os alunos inscritos deverão participar dos cursos de extensão: (1) módulo: front-end e (2) módulo: back-end. O primeiro (front-end) visa trabalhar com os conceitos de introdução a programação  html  css e javascript e programação de páginas web permitindo ao final do curso desenvolver toda programação da interface de aplicações web. Já o segundo (back-end) visa explorar toda a parte de programação servidor  sendo responsável com a implementação das funcionalidades da aplicação  fazendo assim a ligação com o front-end. No curso de back-end o aluno terá contato com os conceitos de modelagem de sistemas  banco de dados e programação servidor. O profissional de ti que trabalha com o desenvolvimento de front-end e back-end é conhecido como desenvolvedor full-stack  que é capaz de criar um sistema para web completo. Tal formação é de interesse do mercado de ti  que com a pandemia cresceu ainda mais no mundo inteiro  abrindo diversas oportunidades  inclusive com contratação por multinacionais para trabalho remoto. Sabe-se que a mão-de-obra para o desenvolvimento de sistemas no mundo tem especial interesse por desenvolvedores que sejam oriundos da índia  brasil e rússia  sendo muito bem vistos os desenvolvedores de sistemas oriundos destes países.","Carlos Augusto Sicsú Ayres Do Nascimento"
"ARQUITETOS DO MAR","O projeto visa divulgar a importância da carpintaria naval artesanal para sobrevivência das comunidades pesqueiras  por meio de trabalhos manuais com conhecimentos tecnológicos e científicos com o uso de maquinas  ferramentas e equipamentos modernos  diante da construção de uma embarcação de pesca modelo ‘dory’ com materiais que não agridam o meio ambiente e custo benefício para estes profissionais que fazem da pesca sua profissão. O projeto arquitetos do mar tem como objetivo promover uma política de valorização do ensino técnico profissional na área da construção naval artesanal  resultando em uma melhor distribuição de renda na cadeia produtiva da construção naval artesanal de embarcações  pesqueiras   tendo como elemento norteador a formação e capacitação de jovens estudantes e adultos das comunidades pesqueiras do estado do rio de janeiro.  Desta forma  o projeto arquitetos do mar  terá como tarefa além da formação técnica profissional  uma formação humana  voltada para a preocupação na realização das atividades de construção naval com os atores envolvidos na construção  assim como com o meio ambiente  em consonância com a legislação ambiental e trabalhista.","Tatiana Santos Da Cunha"
